display,manufacturer,year,peak_nm,fwhm_nm,sharpness,confidence,vote_ratio
BARCO 1080p,"Barco, N.V.",2025,610.0,95.7,1.56,0.04,0/1
VP32AQ,ASUSTek COMPUTER INC,2025,637.0,91.83,1.57,0.49,0/1
31MU97,LG Display,2025,653.0,90.53,1.5,0.03,0/1
DELL U2713H,"Dell, Inc.",2025,647.0,88.35,1.56,0.22,0/15
Generic PnP Monitor,"Dell, Inc.",2025,653.0,88.04,1.52,0.03,0/1
DELL U2413,"Dell, Inc.",2025,650.0,86.81,1.6,0.13,0/10
M2750,Digatron Industrie Elektronik GmbH,2025,640.0,86.51,1.68,0.44,0/1
PA272W,NEC Corporation,2025,647.0,85.85,1.59,0.22,0/9
PA242W,NEC Corporation,2025,653.0,85.57,1.53,0.13,0/3
MSI MP242A,Microstep,2025,613.0,82.16,1.81,0.17,0/2
24M2N5500,Philips Consumer Electronics Company,2025,613.0,80.45,1.9,0.06,0/1
E2211,LG Electronics,2025,620.0,80.33,1.89,0.27,0/1
DELL P2715Q,"Dell, Inc.",2025,620.0,78.65,1.91,0.5,0/3
EA244WMi,NEC Corporation,2025,620.0,77.96,1.95,0.27,0/6
VP2785 SERIES,ViewSonic Corporation,2025,633.0,77.19,1.96,0.51,0/8
ILAFPJ--X10J4,JVC KENWOOD Corporation,2025,617.0,76.54,2.2,0.2,0/1
LG 55NANO90JPA,LG Display,2025,627.0,75.7,1.96,0.48,0/1
DELL P2720D,"Dell, Inc.",2025,620.0,75.48,2.03,0.37,0/2
EV2736W,Eizo Nanao Corporation,2025,623.0,75.44,1.97,0.41,0/9
DELL U2715H,"Dell, Inc.",2025,623.0,75.09,2.01,0.37,0/12
N140BGE-L22,Lenovo Group Limited,2025,610.0,75.01,2.04,0.07,0/1
DELL U2719D,"Dell, Inc.",2025,623.0,74.55,2.04,0.37,0/2
DELL S2316H,"Dell, Inc.",2025,617.0,73.57,2.11,0.19,0/2
24B1W,AOC,2025,610.0,73.12,2.04,0.26,0/2
N156HCA-EAC,Chimei Innolux Corporation,2025,610.0,72.96,2.28,0.09,0/1
ROG PG278QR,ASUSTek COMPUTER INC,2025,617.0,72.86,2.11,0.19,0/1
N160JCE-ELL,Chimei Innolux Corporation,2025,610.0,72.67,2.31,0.09,0/1
B140XTN03.1,Lenovo Group Limited,2025,610.0,72.4,2.18,0.08,0/1
N156HRA-EA1,Chimei Innolux Corporation,2025,610.0,72.29,2.32,0.09,0/10
HUAWEI AD80HW,"Huawei Technologies Co., Inc.",2025,613.0,71.74,2.09,0.07,0/2
N140JCA-ELK,Chimei Innolux Corporation,2025,610.0,71.68,2.33,0.09,0/2
P24FBA-RAGL,Xiaomi Inc.,2025,620.0,71.32,2.19,0.29,0/1
NE160WUM-NX6,BOE,2025,610.0,71.26,2.22,0.08,0/1
LS27B61x,Samsung Electric Company,2025,620.0,70.85,2.18,0.29,0/3
ASUS PA279,ASUSTek COMPUTER INC,2025,620.0,70.78,2.27,0.29,0/6
S27E390,Samsung Electric Company,2025,613.0,70.62,2.17,0.08,0/2
EA271Q,NEC Corporation,2025,620.0,69.94,2.22,0.36,0/2
S27R35x,Samsung Electric Company,2025,610.0,69.79,2.16,0.08,0/3
MX25AQ,Ancor Communications Inc,2025,617.0,69.68,2.24,0.2,0/1
DELL U3419W,"Dell, Inc.",2025,617.0,69.52,2.2,0.2,0/1
DELL U2417H,"Dell, Inc.",2025,620.0,69.45,2.23,0.37,0/7
"Monitor 1, Output DisplayPort-1",MSI GmbH,2025,617.0,69.2,2.24,0.2,0/1
DELL U2717D,"Dell, Inc.",2025,620.0,68.71,2.14,0.37,0/5
VX2771 Series,ViewSonic Corporation,2025,610.0,68.53,2.21,0.08,0/2
HP E242,Hewlett Packard Enterprise,2025,613.0,68.44,2.27,0.08,0/1
DELL U2718Q,"Dell, Inc.",2025,617.0,68.35,2.31,0.53,0/7
DELL U2721DE,"Dell, Inc.",2025,617.0,68.09,2.31,0.21,0/1
MNT,Sichuang Changhong Corporation,2025,610.0,67.93,2.2,0.08,0/2
ASUS VA27A,ASUSTek COMPUTER INC,2025,610.0,67.89,2.25,0.08,0/1
BenQ PD3200Q,BenQ Corporation,2025,610.0,67.75,2.26,0.08,0/2
RFCMD-NV15A19,BOE,2025,613.0,67.61,2.2,0.08,0/1
K272HUL,Acer Technologies,2025,613.0,67.47,2.25,0.08,0/1
DELL U2518D,"Dell, Inc.",2025,620.0,67.39,2.26,0.29,0/5
DELL S2721H,"Dell, Inc.",2025,610.0,67.35,2.27,0.08,0/2
XL2546X+,BenQ Corporation,2025,617.0,67.24,2.34,0.21,0/1
Dell U4919DW,"Dell, Inc.",2025,617.0,67.03,2.38,0.21,0/3
2449,BOE,2025,610.0,66.89,2.3,0.09,0/1
BenQ LCD,BenQ Corporation,2025,613.0,66.83,2.3,0.29,0/18
C27F390,Samsung Electric Company,2025,610.0,66.81,2.32,0.09,0/1
DELL D2720DS,"Dell, Inc.",2025,617.0,66.57,2.34,0.21,0/1
LEN140WUXGA,Lenovo Group Limited,2025,610.0,66.49,2.51,0.1,0/1
DELL U2412M,"Dell, Inc.",2025,613.0,66.42,2.3,0.36,0/22
XR156EA3T-82,ST Electronics Systems Assembly Pte Ltd,2025,610.0,66.36,2.59,0.11,0/2
LG 24QP500-B,LG Display,2025,617.0,66.02,2.41,0.21,0/1
SA272 P1,Acer Technologies,2025,610.0,65.83,2.55,0.1,0/1
NV173FHM-N49,BOE,2025,610.0,65.71,2.46,0.1,0/1
HP 24es,Hewlett Packard Enterprise,2025,613.0,65.68,2.37,0.09,0/1
HP Pavilion32,Hewlett Packard Enterprise,2025,613.0,65.08,2.3,0.09,0/1
Mi TV,Xiaomi Inc.,2025,613.0,64.87,2.33,0.09,0/4
S24F350,Samsung Electric Company,2025,613.0,64.67,2.41,0.09,0/2
B156HAN15.2,AU Optronics,2025,610.0,64.66,2.56,0.1,0/1
LP156WFJ-SPB4,LG Display,2025,610.0,64.33,2.62,0.11,0/2
OptiPlex 7490,"Dell, Inc.",2025,613.0,64.19,2.38,0.09,0/1
NV173FHM-NX4,BOE,2025,610.0,64.05,2.51,0.1,0/2
10642,AU Optronics,2025,610.0,63.91,2.5,0.1,0/1
VA2212 Series,ViewSonic Corporation,2025,610.0,63.88,2.35,0.09,0/1
LM156LF-2F01,Najing CEC Panda FPD Technology CO. ltd,2025,610.0,63.76,2.58,0.11,0/6
2280W,AOC,2025,613.0,63.61,2.43,0.1,0/1
U2879G6,AOC,2025,610.0,63.58,2.38,0.09,0/1
R240HY,Acer Technologies,2025,613.0,63.3,2.47,0.1,0/1
NE156FHM-N41,Najing CEC Panda FPD Technology CO. ltd,2025,610.0,63.28,2.54,0.1,0/1
NE140FHM-N61,Lenovo Group Limited,2025,610.0,63.21,2.36,0.09,0/2
LEN156FHD,Lenovo Group Limited,2025,610.0,63.2,2.57,0.1,0/9
23EA53,LG Electronics,2025,610.0,63.01,2.45,0.1,0/1
HP 27es,Hewlett Packard Enterprise,2025,613.0,62.63,2.47,0.1,0/2
LP125WH2-SLB3,Lenovo Group Limited,2025,610.0,62.55,2.56,0.1,0/2
LM156LF-GL03,Najing CEC Panda FPD Technology CO. ltd,2025,610.0,62.52,2.6,0.11,0/2
DELL E2421HN,"Dell, Inc.",2025,617.0,62.44,2.49,0.22,0/1
U28E590,Samsung Electric Company,2025,610.0,62.27,2.43,0.1,0/2
709,LG Display,2025,610.0,62.01,2.39,0.09,0/1
27EA53,LG Electronics,2025,613.0,61.8,2.44,0.1,0/1
156FL02-101,Samsung Electronic Co.,2025,610.0,61.74,2.43,0.1,0/1
ASM140HDR,ASEM S.p.A.,2025,610.0,61.5,2.38,0.09,0/1
VA2349 Series,ViewSonic Corporation,2025,613.0,61.28,2.5,0.1,0/3
2294,BOE,2025,610.0,61.24,2.56,0.1,0/2
PL2740QS (2),2-Tel B.V,2025,610.0,61.22,2.53,0.1,0/1
LG IPS FULLHD,LG Electronics,2025,610.0,60.9,2.54,0.29,0/16
ASUS PA279CV,ASUSTek COMPUTER INC,2025,613.0,60.47,2.59,0.11,0/2
ASUS VC239,Ancor Communications Inc,2025,613.0,60.22,2.56,0.1,0/2
DELL P2417H,"Dell, Inc.",2025,610.0,60.01,2.58,0.11,0/3
Y25g-30,Lenovo,2025,610.0,59.87,2.61,0.11,0/1
LP156WF6-SPB6,LG Display,2025,610.0,59.68,2.54,0.1,0/1
VG279QM,ASUSTek COMPUTER INC,2025,610.0,58.58,2.71,0.11,0/3
B140HAN03.1,Lenovo Group Limited,2025,610.0,57.55,2.59,0.11,0/4
NV156FHM-N61,BOE,2025,610.0,57.29,2.61,0.11,0/10
B173HAN03.1,AU Optronics,2025,610.0,56.88,2.59,0.11,0/1
LG Ultra HD,LG Electronics,2025,613.0,56.79,2.73,0.77,0/10
Cintiq 16,Wacom Tech,2025,610.0,54.69,2.65,0.12,0/6
AGP327UZD,AOC,2025,620.0,54.29,2.55,0.33,0/1
LG 45GX950A-B,LG Display,2025,620.0,53.94,2.75,0.35,0/1
X39,Acer Technologies,2025,620.0,53.33,2.68,0.35,0/5
XG27AQDMG,ASUSTek COMPUTER INC,2025,620.0,51.21,2.83,0.4,0/5
PG32UCDP,ASUSTek COMPUTER INC,2025,620.0,50.99,2.85,0.4,0/3
marantz-AVR,"MARANTZ JAPAN, INC.",2025,613.0,49.08,3.01,0.28,0/8
LG TV SSCR2,LG Display,2025,623.0,47.82,3.22,0.57,0/1
VP2768-4k,ViewSonic Corporation,2025,630.0,46.89,4.13,0.79,0/1
RMC-1,JVC KENWOOD Corporation,2025,610.0,46.59,2.88,0.27,0/1
55OCG,Sichuang Changhong Corporation,2025,620.0,46.58,3.34,0.51,0/1
DELL U2424H,"Dell, Inc.",2025,630.0,44.22,4.41,0.84,0/2
BenQ GW2490T,BenQ Corporation,2025,633.0,43.61,4.18,0.85,0/1
ROG PG32UQX,ASUSTek COMPUTER INC,2025,630.0,42.36,5.9,0.87,0/9
MSI PS321QR,Microstep,2025,635.0,42.3,6.06,0.87,0/3
MAG321UX OLED,Microstep,2025,640.0,42.26,5.41,0.81,0/1
MAG 273Q X24,Microstep,2025,640.0,41.38,5.82,0.83,0/1
LG TV SSCR2,LG Electronics,2025,627.0,41.25,3.6,0.83,0/22
32Q1U,LG Display,2025,620.0,41.03,3.45,0.62,0/1
DELL P3424WE,"Dell, Inc.",2025,630.0,40.97,4.43,0.9,0/1
MSI MPG 321URXWW,"Micro-Star Int'l Co., Ltd.",2025,640.0,40.9,5.67,0.84,0/1
PG32UCDM,ASUSTek COMPUTER INC,2025,637.0,40.85,6.15,0.9,0/12
AG276UZD,AOC,2025,640.0,40.67,6.08,0.84,0/1
S90D,Samsung Electric Company,2025,637.0,40.51,6.09,0.9,0/5
X32 X,Acer Technologies,2025,637.0,40.46,6.14,0.9,0/2
AW3225QF,"Dell, Inc.",2025,637.0,40.37,6.16,0.91,0/8
AW2524HF,"Dell, Inc.",2025,630.0,40.36,4.65,0.91,0/1
Vision S,Digicom S.p.A.,2025,637.0,40.34,6.15,0.91,0/2
Odyssey G93SD,Samsung Electric Company,2025,640.0,40.27,5.97,0.85,0/1
AORUS FO32U2P,"GIGA-BYTE TECHNOLOGY CO., LTD.",2025,637.0,40.2,6.46,0.91,0/6
Odyssey G61SD,Samsung Electric Company,2025,637.0,40.18,6.42,0.91,0/4
MO27Q2,"GIGA-BYTE TECHNOLOGY CO., LTD.",2025,637.0,40.08,6.36,0.91,0/5
XG27ACDNG,ASUSTek COMPUTER INC,2025,637.0,40.05,6.29,0.91,0/6
S95F,Samsung Electric Company,2025,640.0,40.04,6.33,0.85,0/4
AORUS FO27Q2,"GIGA-BYTE TECHNOLOGY CO., LTD.",2025,637.0,40.03,6.32,0.91,0/1
PA32UCDM,ASUSTek COMPUTER INC,2025,637.0,39.98,6.43,0.91,0/6
LG OLED77G5PCA,LG Display,2025,627.0,39.96,3.82,0.87,0/2
MO32U,"GIGA-BYTE TECHNOLOGY CO., LTD.",2025,637.0,39.95,6.47,0.91,0/6
MPG341CX OLED,Microstep,2025,640.0,39.94,6.04,0.85,0/3
QCQ95S,Samsung Electric Company,2025,640.0,39.89,6.21,0.85,0/1
PG27UCDM,ASUSTek COMPUTER INC,2025,637.0,39.87,6.64,0.91,0/4
MO27Q2A,"GIGA-BYTE TECHNOLOGY CO., LTD.",2025,637.0,39.75,6.37,0.92,0/1
AG326UD,AOC,2025,637.0,39.73,6.57,0.92,0/3
XG27AQDPG,ASUSTek COMPUTER INC,2025,637.0,39.61,6.59,0.92,0/1
MAG 272Q X50,Microstep,2025,637.0,39.54,6.54,0.92,0/5
XG27UCDMG,ASUSTek COMPUTER INC,2025,637.0,39.53,6.89,0.92,0/2
MO34WQC2,"GIGA-BYTE TECHNOLOGY CO., LTD.",2025,637.0,39.43,6.52,0.92,0/5
AORUS FO27Q5P,"GIGA-BYTE TECHNOLOGY CO., LTD.",2025,637.0,39.39,6.64,0.92,0/6
PA34VCNV,ASUSTek COMPUTER INC,2025,630.0,39.36,4.7,0.92,0/1
X49 X,Acer Technologies,2025,637.0,39.28,6.38,0.93,0/3
MO27U2,"GIGA-BYTE TECHNOLOGY CO., LTD.",2025,637.0,39.14,7.1,0.93,1/6
Odyssey G85SB,Samsung Electric Company,2025,637.0,38.96,6.77,0.93,0/3
ATNA56AC01-0,Samsung Electronic Co.,2025,623.0,38.59,4.95,0.8,0/5
ATNA40YK07-1,Samsung Electric Company,2025,620.0,36.9,4.81,0.73,0/1
ATNA60HU01-0,Samsung Electronic Co.,2025,623.0,36.27,5.52,0.83,0/2
ATNA40YK11-0,Acer Technologies,2025,627.0,36.21,5.41,0.95,0/1
VP2768a,ViewSonic Corporation,2025,633.0,36.17,6.47,0.98,0/3
SONY TV  *30,Sony,2025,639.0,35.96,7.5,1.0,1/10
BenQ PD2705Q,BenQ Corporation,2025,633.0,35.48,6.75,1.0,1/10
E24q-30,Lenovo Group Limited,2025,630.0,35.07,6.66,1.0,0/1
16791,HP Inc.,2025,623.0,34.46,5.69,0.85,0/1
ARZOPA,Samsung Display Corp.,2025,620.0,33.79,5.07,0.76,0/2
ATNA33XC06-1,Samsung Electronic Co.,2025,623.0,31.2,5.68,0.85,0/1
SAMSUNG,Samsung Electric Company,2025,630.0,30.9,9.48,1.0,2/32
TCL SMART TV,TCL Corporation,2025,623.0,30.79,10.96,0.85,0/1
FFALCON R34Q8x,TCL Corporation,2025,643.0,30.59,9.34,0.85,0/1
FFALCON_R34Q8x,TCL Corporation,2025,643.0,30.35,9.46,0.85,0/1
Smart TV,Sichuang Changhong Corporation,2025,630.0,30.24,9.78,1.0,1/7
N156HCE-EN1,Chimei Innolux Corporation,2025,630.0,27.56,10.01,1.0,2/4
Beyond TV,Technical Concepts Ltd,2025,627.0,27.18,15.87,0.97,0/6
Action M,Digicom S.p.A.,2025,627.0,26.88,17.29,0.97,0/5
NE160QDM-NM4,BOE,2025,623.0,26.64,12.06,0.85,0/7
27M2V,INNOCN,2025,627.0,26.51,19.52,0.97,0/2
DELL U3011,"Dell, Inc.",2025,657.0,26.43,3.18,0.5,0/3
32R84,Technical Concepts Ltd,2025,627.0,26.14,19.53,0.97,0/2
27G7H,"Hisense Electric Co., Ltd.",2025,627.0,26.04,18.41,0.97,0/1
MPG 274U E16M,Microstep,2025,627.0,25.95,18.59,0.97,0/2
27R73Q,Technical Concepts Ltd,2025,623.0,25.68,14.85,0.85,0/1
X34 V3,Acer Technologies,2025,627.0,25.65,17.71,0.97,0/3
27G64,Technical Concepts Ltd,2025,627.0,25.62,22.41,0.97,0/2
27G7K-Ultra,"Hisense Electric Co., Ltd.",2025,620.0,25.61,10.36,0.76,0/1
Action S,Digicom S.p.A.,2025,627.0,25.56,16.7,0.97,0/5
32G64,Technical Concepts Ltd,2025,627.0,25.55,19.53,0.97,0/1
Mi monitor,Xiaomi Inc.,2025,627.0,25.28,20.89,0.97,0/1
Q27G4ZMN,AOC,2025,627.0,25.26,22.6,0.97,0/1
27M2N6800ML,Philips Consumer Electronics Company,2025,627.0,25.21,22.36,0.97,0/2
PIONEER-M,Pioneer Electronic Corporation,2025,620.0,25.02,5.04,0.76,0/2
3292,BOE,2025,627.0,24.75,20.97,0.97,0/1
M-VISION,Digital Projection Limited,2025,620.0,24.42,7.46,0.76,0/1
DELL UP2516D,"Dell, Inc.",2025,633.0,24.3,9.84,1.0,6/14
25G64,Technical Concepts Ltd,2025,620.0,23.29,12.07,0.76,0/2
LG HDR 4K,LG Electronics,2025,633.0,22.74,13.21,1.0,20/47
LG ULTRAWIDE,LG Electronics,2025,630.0,22.69,10.7,1.0,7/29
LG ULTRAGEAR+,LG Electronics,2025,633.0,22.68,11.75,1.0,23/62
LG TV,LG Electronics,2025,617.0,22.51,5.36,0.67,0/19
L1942,LG Electronics,2025,613.0,21.87,5.17,0.55,0/2
SyncMaster,Samsung Electric Company,2025,617.0,21.55,5.8,0.67,0/26
PA271W,NEC Corporation,2025,658.0,20.27,3.74,0.53,0/10
S2231W Digital,Eizo Nanao Corporation,2025,613.0,18.84,5.77,0.55,0/1
DELL U2515H,"Dell, Inc.",2025,633.0,17.97,31.79,1.0,1/9
U28E850,Samsung Electric Company,2025,650.0,17.42,5.02,0.64,0/1
HISENSE,"Hisense Electric Co., Ltd.",2025,643.0,17.22,227.2,1.0,6/28
DELL 2408WFP,"Dell, Inc.",2025,619.0,7.65,19.68,0.73,0/1
Thunderbolt Display,2-Tel B.V,2024,617.0,90.31,1.66,0.46,0/2
27EA83,LG Electronics,2024,647.0,89.73,1.52,0.21,0/1
MV270QHM-N61,BOE,2024,637.0,89.53,1.61,0.49,0/1
DELL P2421DC,"Dell, Inc.",2024,638.0,88.83,1.65,0.49,0/1
PA249,Ancor Communications Inc,2024,653.0,88.39,1.51,0.03,0/2
PA302W,NEC Corporation,2024,650.0,88.36,1.54,0.13,0/3
CG248,Eizo Nanao Corporation,2024,650.0,87.14,1.58,0.21,0/7
CG277,Eizo Nanao Corporation,2024,650.0,86.76,1.6,0.22,0/5
31MU97,LG Electronics,2024,647.0,86.5,1.62,0.42,0/2
DELL P3221D,"Dell, Inc.",2024,630.0,86.36,1.73,0.5,0/5
PN-K321,Sharp Corporation,2024,610.0,84.05,1.91,0.06,0/1
EA232WMi,NEC Corporation,2024,623.0,82.88,1.83,0.36,0/1
VG259Q3A,ASUSTek COMPUTER INC,2024,613.0,82.51,1.83,0.06,0/1
DELL U2212HM,"Dell, Inc.",2024,623.0,82.47,1.85,0.47,0/2
PHL 273V7,Philips Consumer Electronics Company,2024,613.0,81.82,1.83,0.17,0/2
LEN P27u-10,Lenovo Group Limited,2024,633.0,80.45,1.87,0.51,0/6
PHL 274E5,Philips Consumer Electronics Company,2024,617.0,80.18,1.9,0.18,0/1
S23A750D,Samsung Electric Company,2024,620.0,80.03,1.91,0.27,0/3
S19B420,Samsung Electric Company,2024,613.0,79.7,1.9,0.06,0/2
Altitude,JVC KENWOOD Corporation,2024,613.0,77.76,2.09,0.07,0/1
EA275WMi,NEC Corporation,2024,620.0,77.27,1.97,0.27,0/1
FS2333,Eizo Nanao Corporation,2024,630.0,76.91,1.89,0.51,0/6
LE49A509,Hitachi Ltd,2024,610.0,76.47,1.93,0.06,0/1
DELL U2419H,"Dell, Inc.",2024,626.0,76.0,1.98,0.46,0/1
DELL U4323QE,"Dell, Inc.",2024,617.0,75.84,1.96,0.18,0/1
DELL U2312HM,"Dell, Inc.",2024,613.0,75.78,2.04,0.26,0/3
BenQ EW3270ZL,BenQ Corporation,2024,620.0,75.43,1.98,0.28,0/2
ASUS PB277,Ancor Communications Inc,2024,617.0,75.18,2.02,0.19,0/1
AW2724HF,"Dell, Inc.",2024,620.0,75.13,2.04,0.28,0/1
PL2445H,Iiyama North America,2024,610.0,73.68,2.3,0.09,0/1
N140HCA-EAE,Lenovo Group Limited,2024,610.0,72.74,2.31,0.09,0/2
N156HCA-EAC,Lenovo Group Limited,2024,610.0,72.73,2.29,0.09,0/1
5397,Chimei Innolux Corporation,2024,610.0,72.39,2.3,0.09,0/1
N156HCA-EAB,Chimei Innolux Corporation,2024,610.0,71.88,2.3,0.09,0/5
S20B370,Samsung Electric Company,2024,613.0,71.69,2.13,0.08,0/1
2250W,AOC,2024,610.0,70.36,2.11,0.07,0/1
D32x-D1,"VIZIO, Inc",2024,610.0,70.31,2.2,0.08,0/1
N140HCA-EAC,Chimei Innolux Corporation,2024,610.0,70.09,2.37,0.09,0/1
OF27,XDM Ltd.,2024,610.0,70.06,2.09,0.07,0/1
PHL 278M1R,Philips Consumer Electronics Company,2024,617.0,69.86,2.28,0.21,0/1
DELL U3417W,"Dell, Inc.",2024,617.0,69.8,2.2,0.2,0/2
DELL P2418D,"Dell, Inc.",2024,617.0,69.41,2.23,0.2,0/3
DELL P2422H,"Dell, Inc.",2024,617.0,69.18,2.27,0.29,0/3
BenQ PV3200,BenQ Corporation,2024,613.0,69.12,2.19,0.08,0/1
2487,BOE,2024,613.0,69.08,2.12,0.07,0/1
15163,ViewSonic Corporation,2024,620.0,68.79,2.12,0.28,0/1
2460G5,AOC,2024,617.0,68.73,2.27,0.2,0/1
BenQ GW2270,BenQ Corporation,2024,613.0,68.57,2.23,0.57,0/4
DELL P2719H,"Dell, Inc.",2024,617.0,68.54,2.33,0.21,0/1
N173HGE-L11,Chi Mei Optoelectronics corp.,2024,610.0,68.16,2.21,0.08,0/3
BenQ GW2765,BenQ Corporation,2024,613.0,68.08,2.19,0.08,0/3
34GL750,LG Electronics,2024,617.0,67.62,2.35,0.21,0/1
VA2432-FHD,ViewSonic Corporation,2024,610.0,67.34,2.25,0.08,0/1
NV173FHM-NX1,BOE,2024,610.0,67.28,2.53,0.1,0/3
LG HDR WFHD,LG Electronics,2024,613.0,67.28,2.35,0.21,0/8
B125XTN01.0,Lenovo Group Limited,2024,610.0,67.15,2.33,0.09,0/3
MF-2703AH,"IPS, Inc. (Intellectual Property Solutions, Inc.)",2024,613.0,67.07,2.17,0.08,0/1
C24,Sceptre Tech Inc,2024,610.0,66.98,2.06,0.07,0/1
1781,LG Display,2024,610.0,66.96,2.51,0.1,0/1
PHL BDM3270,Philips Consumer Electronics Company,2024,613.0,66.82,2.25,0.08,0/1
TS2400-N2,Tidewater Association,2024,610.0,66.58,2.24,0.08,0/1
Acer X34 P,Acer Technologies,2024,617.0,66.49,2.33,0.21,0/1
NV140FHM-N48,BOE,2024,610.0,66.0,2.52,0.1,0/1
VG245,HKC OVERSEAS LIMITED,2024,613.0,65.98,2.22,0.08,0/1
B160UAN03.3,AU Optronics,2024,610.0,65.86,2.59,0.11,0/2
B173HAN04.9,AU Optronics,2024,610.0,65.71,2.57,0.1,0/3
LP156WFC-SPD1,LG Display,2024,610.0,65.61,2.57,0.1,0/8
NV156FHM-NX4,BOE,2024,610.0,65.37,2.53,0.1,0/1
32S327,Technical Concepts Ltd,2024,610.0,65.24,2.31,0.09,0/2
V206HQL,Acer Technologies,2024,610.0,65.22,2.28,0.09,0/1
PL3270Q,Iiyama North America,2024,613.0,65.14,2.45,0.1,0/3
22EA63,LG Electronics,2024,613.0,65.08,2.34,0.09,0/1
LF27T850,Samsung Electric Company,2024,613.0,64.92,2.35,0.09,0/1
DELL S2721HS,"Dell, Inc.",2024,610.0,64.85,2.35,0.09,0/3
BenQ PD2500Q,BenQ Corporation,2024,617.0,64.83,2.39,0.3,0/4
DELL S2421HS,"Dell, Inc.",2024,610.0,64.76,2.34,0.09,0/3
9HXXJ-156WH4,LG Display,2024,610.0,64.56,2.45,0.1,0/1
DELL P2717H,"Dell, Inc.",2024,610.0,64.55,2.42,0.09,0/1
DP,STD Computer Inc,2024,613.0,64.23,2.26,0.08,0/1
GS27Q,"GIGA-BYTE TECHNOLOGY CO., LTD.",2024,613.0,64.15,2.36,0.09,0/1
DP,"IPS, Inc. (Intellectual Property Solutions, Inc.)",2024,613.0,64.1,2.36,0.09,0/1
GS27Q X,"GIGA-BYTE TECHNOLOGY CO., LTD.",2024,610.0,63.97,2.38,0.09,0/1
GX258F,ICD Inc,2024,613.0,63.76,2.38,0.09,0/1
DELL P2219H,"Dell, Inc.",2024,613.0,63.56,2.43,0.1,0/1
HP 24fw,HP Inc.,2024,613.0,63.44,2.43,0.1,0/1
LP123WQ212604,LG Display,2024,613.0,63.31,2.28,0.09,0/2
B133HAK01.1,Lenovo Group Limited,2024,610.0,63.29,2.55,0.1,0/2
B156HAN02.1,AU Optronics,2024,610.0,63.18,2.55,0.1,0/6
P322GQC,"Envision Peripherals, Inc",2024,613.0,62.96,2.34,0.09,0/1
DELL SE2416H,"Dell, Inc.",2024,613.0,62.75,2.46,0.1,0/2
C24F390,Samsung Electric Company,2024,613.0,62.38,2.48,0.1,0/1
DELL P2418HT,"Dell, Inc.",2024,613.0,62.27,2.51,0.1,0/1
ZOWIE XL2546X,BenQ Corporation,2024,610.0,61.98,2.43,0.1,0/1
12332,AU Optronics,2024,610.0,61.82,2.59,0.11,0/1
HB125WX1-200,Lenovo Group Limited,2024,610.0,61.76,2.57,0.1,0/2
BenQ GW2780,BenQ Corporation,2024,613.0,61.7,2.51,0.1,0/1
22034,Fujitsu Ltd,2024,610.0,61.6,2.59,0.11,0/2
DELL P2419H,"Dell, Inc.",2024,613.0,61.52,2.54,0.1,0/4
LG FULL HD,LG Electronics,2024,610.0,61.49,2.5,0.1,0/4
EA273WMi,NEC Corporation,2024,610.0,61.38,2.51,0.1,0/1
EA234WMi,NEC Corporation,2024,610.0,61.37,2.5,0.1,0/4
S24D300,Samsung Electric Company,2024,610.0,61.34,2.54,0.1,0/4
DELL U2414H,"Dell, Inc.",2024,613.0,60.61,2.53,0.1,0/5
DELL P2719HC,"Dell, Inc.",2024,613.0,60.52,2.55,0.21,0/3
XG259QN,ASUSTek COMPUTER INC,2024,610.0,59.58,2.62,0.11,0/1
BenQ BL2381T,BenQ Corporation,2024,610.0,59.43,2.6,0.11,0/3
25G3Z,AOC,2024,610.0,59.33,2.39,0.09,0/1
TS2700-S8,"IPS, Inc. (Intellectual Property Solutions, Inc.)",2024,613.0,59.27,2.47,0.1,0/1
XB253Q,Acer Technologies,2024,610.0,59.18,2.64,0.11,0/3
120QL01-001,Seiko Epson Corporation,2024,610.0,58.73,2.63,0.11,0/2
VG259,ASUSTek COMPUTER INC,2024,610.0,58.65,2.68,0.11,0/3
BenQ V2200Eco,BenQ Corporation,2024,610.0,58.32,2.53,0.1,0/2
S22B350,Samsung Electric Company,2024,610.0,57.86,2.59,0.11,0/1
NV156FHM-N6A,BOE,2024,610.0,57.33,2.66,0.11,0/4
KD156N1030A06,KDDI Technology Corporation,2024,610.0,57.15,2.61,0.11,0/1
W220A,"IPS, Inc. (Intellectual Property Solutions, Inc.)",2024,610.0,56.97,2.6,0.11,0/1
B156HAN07.1,AU Optronics,2024,610.0,56.43,2.58,0.11,0/2
LED 2471h,"Envision Peripherals, Inc",2024,610.0,56.04,2.61,0.11,0/1
33517,AU Optronics,2024,610.0,55.8,2.64,0.11,0/2
PG34WCDM,ASUSTek COMPUTER INC,2024,620.0,52.61,2.75,0.37,0/2
X45,Acer Technologies,2024,620.0,52.43,2.75,0.37,0/3
PG27AQDP,ASUSTek COMPUTER INC,2024,620.0,52.2,2.76,0.38,0/5
Mi 27 NU,Xiaomi Inc.,2024,630.0,52.17,2.97,0.63,0/6
X34 X,Acer Technologies,2024,620.0,51.56,2.82,0.39,0/1
X27U,Acer Technologies,2024,620.0,51.16,2.81,0.4,0/4
PG27AQDM,ASUSTek COMPUTER INC,2024,623.0,51.04,2.87,0.49,0/5
M5C MONITOR,"SOYO Group, Inc",2024,630.0,50.37,3.29,0.68,0/2
