display,manufacturer,year,peak_nm,fwhm_nm,sharpness,confidence,vote_ratio
HX270S22,TerraTec Electronic GmbH,2020,630.0,38.84,7.42,0.93,2/2
"MacBookPro15,3",Apple Computer Inc,2019,633.0,23.95,11.34,1.0,4/4
NV140QUM-N53,Lenovo Group Limited,2019,630.0,27.08,10.83,1.0,4/4
B173ZAN01.0,AU Optronics,2019,633.0,23.01,12.5,1.0,7/7
ASUS XG438,ASUSTek COMPUTER INC,2019,633.0,24.63,11.78,1.0,1/1
SII REPEATER,Sony,2019,633.0,30.91,5.36,1.0,1/1
AORUS AD27QD,"GIGA-BYTE TECHNOLOGY CO., LTD.",2019,633.0,25.3,11.87,1.0,1/1
AORUS CV27Q,"GIGA-BYTE TECHNOLOGY CO., LTD.",2019,633.0,24.14,11.74,1.0,1/1
5627,Chimei Innolux Corporation,2019,633.0,22.83,12.68,1.0,1/1
"iMac17,1",Apple Computer Inc,2019,633.0,22.51,12.06,1.0,8/8
ASUS XG32VQR,ASUSTek COMPUTER INC,2019,633.0,27.13,10.98,1.0,1/1
MSI MAG271CQR,Microstep,2019,633.0,26.78,10.99,1.0,2/2
Optix AG32CQ,Microstep,2019,633.0,24.68,11.52,1.0,1/1
1472,LG Display,2019,630.0,28.53,9.31,1.0,1/1
ASUS XG49V,ASUSTek COMPUTER INC,2019,633.0,23.92,11.67,1.0,1/1
"MacBookPro15,2",Apple Computer Inc,2019,630.0,25.63,10.54,1.0,1/1
HP DreamColor LP2480zx LCD Monitor,Hewlett Packard,2019,633.0,24.21,35.83,1.0,1/1
LQ123Z1JX3X,Sharp Corporation,2019,630.0,29.67,9.74,1.0,2/2
HDMI1,Hypercope Gmbh Aachen,2019,630.0,26.6,11.52,1.0,2/2
LEN P32u-10,Lenovo Group Limited,2019,633.0,21.68,15.3,1.0,1/1
UHD315CG DP,2-Tel B.V,2018,630.0,18.0,11.61,1.0,1/1
VVX17P051J00,Panasonic Industry Company,2018,633.0,26.41,10.75,1.0,2/2
B156ZAN03.1,AU Optronics,2018,630.0,22.37,12.74,1.0,2/2
LG HDR 4K,Goldstar Company Ltd,2018,630.0,17.79,11.35,1.0,1/1
N156HGE-EAL,Chimei Innolux Corporation,2018,633.0,22.35,12.51,1.0,1/1
HP LP2480zx,Hewlett Packard Enterprise,2018,630.0,24.92,28.39,1.0,1/1
PHL 246E7,Philips Consumer Electronics Company,2018,630.0,19.57,12.27,1.0,2/2
0,BOE,2018,630.0,18.28,9.91,1.0,1/1
HP LP2480zx,Hewlett Packard,2018,630.0,25.56,29.64,1.0,3/4
1859,BOE,2018,633.0,28.69,10.58,1.0,1/1
55P607,Technical Concepts Ltd,2017,633.0,23.36,12.64,1.0,3/3
HP2475w,HP,2017,630.0,23.24,12.54,1.0,1/1
Philips24EQD,Philips BU Add On Card,2017,630.0,23.24,12.54,1.0,1/1
N173HHE-G32,Chimei Innolux Corporation,2017,630.0,17.49,10.84,1.0,2/2
DPro 2070SB,Mitsubishi Electric Corporation,2017,630.0,20.19,8.93,1.0,1/1
LQ125D1JW33,Sharp Corporation,2017,630.0,17.99,9.09,1.0,1/1
DELL UP2516D,Dell Inc.,2017,630.0,29.64,3.51,0.97,7/8
CG247X,Eizo Nanao Corporation,2016,633.0,21.95,14.9,1.0,1/1
VVX14T058J02,Lenovo Group Limited,2016,630.0,24.96,10.56,1.0,1/1
NV156FHM-N42,Lenovo Group Limited,2016,630.0,22.28,3.84,0.99,1/1
6400,Iiyama North America,2014,630.0,21.19,7.22,1.0,1/1
